Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop biznesowy Lenovo ThinkPad P16v Gen 1 16"" R7 7840HS 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",8449,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7840HS,32,AMD Radeon™ 780M,1024,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad L14 Gen 5 14"" R7 7735U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",6049,"14 "", 1920 x 1200 pikseli",AMD Ryzen™ 7 7735U,16,AMD Radeon™ 680M,512,Windows 11 Professional,AMD
"Laptop biznesowy HP EliteBook 640 G11 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4849,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G10 81A18EA 14"" i7-1365U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5649,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1365U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP Elite x360 1040 G10 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6299,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6499,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6499,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 135U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny",7749,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32,Intel® Arc Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 460 G11 16"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4749,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 440 G11 14"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4949,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 460 G11 16"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4749,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 440 G11 14"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4949,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad T16 Gen 3 16"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",9199,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6349,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G10 14"" i5-1350P 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5399,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1350P,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 1040 G10 81A01EA 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5949,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad T16 Gen 3 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",7249,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny",7649,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 3450 14"" Core i5-1345U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4349,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1345U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad T14s Gen 5 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",7899,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkBook 16 G7 ARP 16"" R5 7535HS 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4249,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7535HS,16,AMD Radeon™ 660M,512,Windows 11 Professional,AMD
"Laptop biznesowy Dell Latitude 5450 14"" i5-1345U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5549,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1345U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 9G0V5ET 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7899,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 440 G11 14"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4299,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad L16 Gen 1 16"" R5 7535U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5599,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 7535U,16,AMD Radeon™ 660M,512,Windows 11 Professional,AMD
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6349,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" Ultra 5 125U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4999,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,8,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5949,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" Ultra 7 165U 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6849,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 165U,16,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 9G0V6ET 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" Ultra 7 165U 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6849,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 165U,16,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 9G0V6ET 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7249,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkBook 13x G4 IMH 13,5"" 120Hz Ultra 9 185H 32GB RAM 1TB Dysk SSD Win11 Pro Szary",8349,"13,5 "", 2880 x 1920 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32,Intel® Arc™ Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 3440 14"" Core i5-1335U 8GB RAM 256GB Dysk SSD Win11 Pro Szary",3949,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,8,Intel® Iris Xe Graphics,256,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkBook 14 G7 IML 14"" Ultra 5 125U 8GB RAM 512GB Dysk SSD Win11 Pro Szary",4099,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,8,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 7440 14"" i5-1345U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7249,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1345U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop 2w1 Lenovo ThinkPad Z16 Gen 2 OLED 16"" R7 7840HS 32GB RAM 1TB Dysk SSD RX6550M Win11 Pro Szary",13099,"16 "", ekran dotykowy 3840 x 2400 pikseli",AMD Ryzen™ 7 7840HS,32,AMD Radeon™ 780M + AMD Radeon™ RX 6550M,1024,Windows 11 Professional,AMD
"Laptop biznesowy Dell Latitude 3450 14"" Core i5-1335U 8GB RAM 512GB Dysk SSD Win11 Pro Szary",3749,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,8,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G10 81A25EA 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5449,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G10 81A17EA 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5549,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5749,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 9G0E7ET 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad X13 Gen 5 13,3"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",7199,"13,3 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5350 13,3"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6049,"13,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 135U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad P16 Gen 2 16"" i7-13700HX 16GB RAM 512GB Dysk SSD RTX2000 Win11 Pro Szary",11699,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 13700HX,16,NVIDIA® RTX 2000 + Intel UHD Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6299,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6899,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Inspiron G15 5530 15,6"" 165Hz i9-13900HX 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Pro Szary",7499,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i9 13gen 13900HX,32,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad P16v Gen 1 16"" R9 7940HS 32GB RAM 1TB Dysk SSD RTX2000 Win11 Pro Czarny",11699,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 9 7940HS,32,NVIDIA® RTX 2000 + AMD Radeon™ 780M,1024,Windows 11 Professional,AMD
"Laptop biznesowy HP EliteBook 840 G10 81A24EA 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 440 G11 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4799,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G10 81A24EA 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5199,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 440 G11 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4799,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5350 13,3"" Ultra 7 165U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6599,"13,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 165U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6249,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7199,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6349,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 135U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 660 G11 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4999,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 840 G11 14"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6699,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 135U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G11 16"" Ultra 5 135U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7349,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 135U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad P14s Gen 5 OLED 14"" R7 8840HS 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",7849,"14 "", 2880 x 1800 pikseli",AMD Ryzen™ 7 8845HS,32,AMD Radeon™ 780M,1024,Windows 11 Professional,AMD
"Laptop biznesowy Dell Latitude 5440 14"" i7-1365U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",6899,"14 "", 1920 x 1080 pikseli",Intel® Core™ i7 13gen 1365U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6249,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5450 14"" i5-1335U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5099,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,8,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo V15 G4 IRU 15,6"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3849,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 860 G10 OLED 16"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7599,"16 "", 2880 x 1800 pikseli",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Dell Latitude 5550 15,6"" i7-1365U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",6549,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1365U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP ProBook 445 G10 14"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4249,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Północ",4499,"13,6 "", 2560 x 1664 pikseli",Apple M2,16,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
"Laptop gamingowy Razer Blade 18 18"" 240Hz i9-13950HX 32GB RAM 2TB Dysk SSD RTX 4090 Win11 Czarny",21699,"18 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13980HX,32,NVIDIA® GeForce RTX 4090 + Intel UHD Graphics,2048,Windows 11 Home,Intel
"Laptop gamingowy Razer Blade 15 15"" 240Hz i7-13800H 16GB RAM 1TB Dysk SSD RTX 4060 Win11 Czarny",12099,"15,6 "", 2560 x 1080 pikseli 240 Hz",Intel® Core™ i7 13gen 13800H,16,NVIDIA® GeForce RTX 4060 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Razer Blade 18 18"" 240Hz i9-13950HX 16GB RAM 1TB Dysk SSD RTX 4060 Win11 Czarny",14199,"18 "", 2400 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,16,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Razer Blade 16 16"" 240Hz i9-13950H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",12899,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,16,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Razer Blade 18 18"" 240Hz i9-13950HX 16GB RAM 1TB Dysk SSD RTX 4060 Win11 Czarny",14199,"18 "", 2400 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,16,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Razer Blade 16 16"" 240Hz i9-13950H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",12899,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,16,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop ASUS Vivobook 17X M3704YA-AU125W 17,3"" R5 7430U 16GB RAM 512GB Dysk SSD Win11 Czarny",3299,"17,3 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7430U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy Acer Nitro V 16 ANV16-41-EP 16"" 165Hz R5 8645HS 8GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Czarny",4399,"16 "", 1920 x 1200 pikseli 165 Hz",AMD Ryzen™ 5 8645HS,8,NVIDIA® GeForce RTX™ 4050 + AMD Radeon™ 760M,512,Windows 11 Home,AMD
"Laptop ASUS Vivobook S 16 M5606WA-MX034W OLED 16"" 120Hz Ryzen AI 9 HX 370 32GB RAM 1TB Dysk SSD Win11 Czarny",7199,"16 "", 3200 x 2000 pikseli 120 Hz",AMD Ryzen™ AI 9 370,32,AMD Radeon™ 890M,1024,Windows 11 Home,AMD
"Laptop gamingowy Razer Blade 16 16"" 240Hz i9-13950H 32GB RAM 1TB Dysk SSD RTX4080 DLSS3 Win11 Czarny",17499,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,32,NVIDIA® GeForce RTX 4080 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop ultrabook ASUS Vivobook S 14 SM5406WA-PP059W OLED 14"" 120Hz Ryzen AI 9 365 32GB RAM 1TB Dysk SSD Win11 Srebrny",6199,"14 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ AI 9 365,32,AMD Radeon™ 880M,1024,Windows 11 Home,AMD
"Laptop ASUS Vivobook S 16 M5606WA-MX014W OLED 16"" 120Hz Ryzen AI 9 HX 370 32GB RAM 1TB Dysk SSD Win11 Srebrny",7199,"16 "", 3200 x 2000 pikseli 120 Hz",AMD Ryzen™ AI 9 370,32,AMD Radeon™ 890M,1024,Windows 11 Home,AMD
"Laptop gamingowy Razer Blade 16 16"" 240Hz i9-13950HX 16GB RAM 1TB Dysk SSD RTX 4070 Win11 Czarny",14599,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13950HX,16,NVIDIA® GeForce RTX 4070,1024,Windows 11 Home,Intel
"Apple MacBook Pro 2023 14,2"" M2 Pro 16GB RAM 512GB Dysk macOS Srebrny",13099,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (16-rdzeni),512,macOS Sonoma,Apple
"Apple MacBook Pro 2023 16,2"" M2 Pro 16GB RAM 512GB Dysk macOS Srebrny",16399,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),512,macOS Sonoma,Apple
"Apple MacBook Pro 2023 16,2"" M2 Pro 16GB RAM 1TB Dysk macOS Gwiezdna Szarość",17799,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),1024,macOS Sonoma,Apple
"Apple MacBook Pro 2023 16,2"" M2 Pro 16GB RAM 1TB Dysk macOS Srebrny",17799,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),1024,macOS Sonoma,Apple
"Apple MacBook Pro 2023 14,2"" M2 Pro 16GB RAM 1TB Dysk macOS Gwiezdna Szarość",16399,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),1024,macOS Sonoma,Apple
"Apple MacBook Pro 2023 14,2"" M2 Pro 16GB RAM 1TB Dysk macOS Srebrny",16399,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),1024,macOS Sonoma,Apple
"Laptop Lenovo IdeaPad Slim 3 15ABR8 15,6"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Szary",2149,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming F15 2022 FX507ZC4-HN018W 15,6"" 144Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",3399,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Gwiezdna Szarość",3799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
