Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop ASUS X515EA-BQ1115W 15,6"" i3-1115G4 4GB RAM 256GB Dysk SSD Win11S Szary",1899,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 11gen 1115G4,4,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop HP 15s-eq1112nw 15,6"" R7 4700U 8GB RAM 512GB Dysk Srebrny",1999,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,8,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop HP 15s-eq2172nw 15,6"" R3 5300U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2449,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop ASUS Vivobook D1603QA-MB181W 16"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Srebrny",2699,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Lenovo IdeaPad 5 14ARE05 14"" R5 4500U 16GB RAM 512GB Dysk Szary",2799,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4500U,16,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop ultrabook Acer Swift 3 SF314-42-R054 14"" R5 4500U 8GB RAM 512GB Dysk Srebrny",2999,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4500U,8,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop Dell Inspiron 3525-6488 15,6"" 120Hz R7 5825U 8GB RAM 512GB Dysk SSD Win11 Czarny",3059,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP Pavilion 15-eg0062nw 15,6"" i5-1135G7 8GB RAM 512GB Dysk Srebrny",3299,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Brak,Intel
"Laptop Dell Inspiron 3525-6549 15,6"" 120Hz R7 5825U 16GB RAM 512GB Dysk SSD Win11 Czarny",3599,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop biznesowy HP ProBook 445 G9 14"" R5 5625U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",3599,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,8,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" R5 5600H 8GB RAM 512GB Dysk SSD GTX1650 Win10 Czarny",3599,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,8,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop biznesowy HP ProBook 445 G9 14"" R5 5625U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",3599,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,8,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" R5 5600H 8GB RAM 512GB Dysk SSD GTX1650 Win10 Czarny",3599,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,8,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop ultrabook Toshiba Satellite Pro C40-H-101 14"" i5-1035G1 16GB RAM 256GB Dysk SSD Win10 Pro Granatowy",3599,"14 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 1035G1,16,Intel® UHD Graphics,256,Windows 10,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-56HQ 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Czarny",3799,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™3050 + Intel Iris Xe Graphics,512,Brak,Intel
"Laptop Dell Inspiron 3525-4643 15,6"" 120Hz R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3799,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy HP Pavilion 15-ec1021nw 15,6"" R5 4600H 8GB RAM 512GB Dysk SSD GTX1650Ti Czarny",3799,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4600H,8,NVIDIA® GeForce GTX™ 1650 Ti + AMD Radeon™ Graphics,512,Brak,AMD
"Laptop ultrabook Acer Aspire Vero AV14-51-59YM 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Szary",3949,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Acer Aspire Vero AV15-52-52MT 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Szary",3999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook Lenovo IdeaPad 5 Pro 14ACN6 14"" R5 5600U 16GB RAM 1TB Dysk SSD Win11 Szary",3999,"14 "", 2240 x 1400 pikseli",AMD Ryzen™ 5 5600U,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop Dell Inspiron 3525-8884 15,6"" 120Hz R7 5825U 16GB RAM 512GB Dysk SSD Win11 Czarny",4199,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop ASUS ZenBook 14 UM425UA-KI219T 14"" R7 5700U 16GB RAM 512GB Dysk SSD Win10 Szary",4599,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5700U,16,AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop gamingowy Lenovo Legion 5 15ACH6 15,6"" 165Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-niebieski",4799,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 15ITH6 15,6"" 120Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarno-niebieski",4899,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 11gen 11400H,16,NVIDIA® GeForce RTX™ 3050 Ti+ Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 ASUS ZenBook Flip 13 UX363EA-HP555W OLED 13,3"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Szary",4999,"13,3 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R7 5800H 16GB RAM 1TB Dysk SSD Win11 Szary",4999,"16 "", 2560 x 1600 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop Lenovo Yoga Slim 7 Pro 14IHU5 14"" i7-11370H 16GB RAM 1TB Dysk SSD Win11 Szary",5449,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 11gen 11370H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo Yoga Slim 7 Pro 14ACH5 14"" R9 5900HX 16GB RAM 1TB Dysk SSD Win11 Szary",5499,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 9 5900HX,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop HP Spectre x360 13-aw0017nw 13,3"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",5999,"13,3 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16,Intel® Iris Plus Graphics,512,Windows 10,Intel
"Laptop HP Spectre x360 13-aw0045nw OLED 13,3"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",5999,"13,3 "", ekran dotykowy 3840 x 2160 pikseli",Intel® Core™ i7 10gen 1065G7,16,Intel® Iris Plus Graphics,512,Windows 10,Intel
"Laptop gamingowy Lenovo Legion 5 17ACH6H 17,3"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Czarny",6699,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1024,Brak,AMD
"Laptop 2w1 Microsoft Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 256GB Dysk SSD Win11 Platynowy",6999,"15 "", ekran dotykowy 2496 x 1664 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16,Qualcomm® Adreno™ Graphics,256,Windows 11 Home,Qualcomm
"Laptop gamingowy HP OMEN 16-c0142nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3070 Srebrny",7399,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1024,Brak,AMD
"Laptop 2w1 Microsoft Surface Laptop Copilot+ PC 15"" Snapdragon X Elite 16GB RAM 256GB Dysk SSD Win11 Platynowy",6999,"15 "", ekran dotykowy 2496 x 1664 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16,Qualcomm® Adreno™ Graphics,256,Windows 11 Home,Qualcomm
"Laptop gamingowy HP OMEN 16-c0142nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3070 Srebrny",7399,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3070 + AMD Radeon™ Graphics,1024,Brak,AMD
"Laptop gamingowy HP OMEN 16-b0252nw 16,1'' 144Hz i7-11800H 16GB RAM 1TB Dysk SSD RTX3070 Win10 Czarny",8799,"16,1 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 11gen 11800H,16,NVIDIA® GeForce RTX™ 3070 + Intel UHD Graphics,1024,Windows 10,Intel
"Laptop Acer Aspire 3 A315-56-35LS 15,6"" i3-1005G1 4GB RAM 256GB Dysk Czarny",1999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 10gen 1005G1,4,Intel® UHD Graphics,256,Brak,Intel
"Laptop chromebook Acer Chromebook 315 CB315-4H-C8HE 15,6"" Celeron N5100 8GB RAM 128GB Dysk ChromeOS Srebrny",1999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N5100,8,Intel® UHD Graphics,128,Chrome OS,Intel
"Laptop Acer Aspire 3 A315-23-R9KC 15,6"" Athlon 3050U 8GB RAM 512GB Dysk Czarny",2199,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Athlon™ 3050U,8,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop HP 15s-eq2001nw 15,6"" R3 5300U 8GB RAM 256GB Dysk Czarny",2199,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,8,AMD Radeon™ Graphics,256,Brak,AMD
"Laptop Acer Aspire 3 A314-36P-313V 14"" i3-N305 8GB RAM 512GB Dysk SSD Win11 Srebrny",2349,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 N305,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop ASUS X515JA-BQ2948 15,6"" i5-1035G1 8GB RAM 512GB Dysk Srebrny",2399,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8,Intel® UHD Graphics,512,Brak,Intel
"Laptop HP 15s-eq1112nw 15,6"" R7 4700U 16GB RAM 512GB Dysk Srebrny",2999,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,16,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop HP 15s-fq2040nw 15,6"" i5-1135G7 8GB RAM 256GB Dysk SSD Win10 Czarny",3199,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,256,Windows 10,Intel
"Laptop Dell Inspiron 15 3511-8321 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Czarny",3299,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Acer Aspire 5 A515-45-R58W 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3449,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP Pavilion Aero 13-be0822nw 13,3'' R7 5800U 16GB RAM 512GB Dysk SSD Win11 Biały",3599,"13,3 "", 2560 x 1600 pikseli",AMD Ryzen™ 7 5800U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP Pavilion 13-bb0005nw 13,3'' i5-1135G7 8GB RAM 512GB Dysk SSD Win10 Srebrny",3699,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Windows 10,Intel
"Laptop 2w1 Acer Spin 3 SP314-55N-52CF 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3899,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Huawei MateBook 14 2021 14"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Szary",3999,"14 "", 2160 x 1440 pikseli",AMD Ryzen™ 5 5500U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop ultrabook ASUS Vivobook S 15 M3502QA-MA114W OLED 15,6"" 120Hz R7 5800H 16GB RAM 512GB Dysk SSD Win11 Szary",4699,"15,6 "", 2880 x 1620 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Lenovo Yoga Slim 7 Pro 14IHU5 14"" i5-11300H 16GB RAM 1TB Dysk SSD Win11 Szary",4699,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ i5 11gen 11300H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Lenovo LOQ 15IRH8 15,6"" 144Hz i5-13420H 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Szary",4999,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 13gen 13420H,16,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,1024,Brak,Intel
"Laptop 2w1 Lenovo Yoga 7 14ACN6 14"" R7 5800U 16GB RAM 1TB Dysk SSD Win11 Szary",5099,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5800U,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop ultrabook ASUS ZenBook 13 UX325EA-KG272T OLED 13,3"" i7-1165G7 16GB RAM 512GB Dysk SSD Win10 Szary",5499,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16,Intel® Iris Xe Graphics,512,Windows 10,Intel
"Laptop 2w1 Lenovo Yoga 7 14ACN6 14"" R7 5800U 16GB RAM 1TB Dysk SSD Win11 Szary",5099,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5800U,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop ultrabook ASUS ZenBook 13 UX325EA-KG272T OLED 13,3"" i7-1165G7 16GB RAM 512GB Dysk SSD Win10 Szary",5499,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16,Intel® Iris Xe Graphics,512,Windows 10,Intel
"Laptop gamingowy HIRO 650 15,6"" 144Hz i7-10750H 8GB RAM 512GB Dysk SSD GTX1650Ti Win11 Szary",5499,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 10gen 10750H,8,NVIDIA® GeForce GTX 1650 Ti + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 Huawei MateBook E OLED 12,6"" i5-1130G7 16GB RAM 512GB Dysk SSD Win11 Szary",5699,"12,6 "", ekran dotykowy 2560 x 1600 pikseli",Intel® Core™ i5 11gen 1130G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Dell G15 5525-9904 15,6"" 165Hz R7 6800H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Szary",9349,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 6800H,16,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 660M,1024,Windows 11 Home,AMD
"Laptop 2w1 Dell XPS 13 2in1 7390-4125 13,4"" i7-1065G7 16GB RAM 512GB Dysk SSD Win10 Srebrny",9999,"13,4 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16,Intel® Iris Plus Graphics,512,Windows 10,Intel
"Apple MacBook Pro 2021 16,2"" M1 Pro 32GB RAM 512GB Dysk macOS Srebrny",16199,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M1 Pro,32,Apple M1 Pro (16-rdzeni),512,macOS Sonoma,Apple
"Laptop ASUS E510KA-EJ082WS 15,6"" Celeron N4500 4GB RAM 128GB Dysk Win11S Niebieski",1399,"15,6 "", 1920 x 1080 pikseli",Intel® Celeron® N4500,4,Intel® UHD Graphics,128,Windows 11 Home,Intel
"Laptop Lenovo V15 IML 15,6"" i3-10110U 8GB RAM 256GB Dysk Szary",1799,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 10110U,8,Intel® UHD Graphics,256,Brak,Intel
"Laptop HP 15s-eq2124nw 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win10 Srebrny",2149,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8,AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop Lenovo IdeaPad 3 15IIL05 15,6"" i3-1005G1 4GB RAM 256GB Dysk SSD Win10S Szary",2199,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 10gen 1005G1,4,Intel® UHD Graphics,256,Windows 10,Intel
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R5 3500U 8GB RAM 256GB Dysk SSD Szary",2299,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 3500U,8,AMD Radeon™ Vega 8,256,Brak,AMD
"Laptop Lenovo IdeaPad 3 15IIL05 15,6"" i5-1035G1 8GB RAM 512GB Dysk Szary",2399,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8,Intel® UHD Graphics,512,Brak,Intel
"Laptop Dell Inspiron 5502-1972 15,6'' i5-1135G7 8GB RAM 512GB Dysk Srebrny",2799,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Brak,Intel
"Laptop ASUS VivoBook X513EP-BQ1154AW 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD MX330 Win11 Niebieski",2999,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,NVIDIA® GeForce MX 330 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop HP 15s-eq2186nw 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win10 Srebrny",2999,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8,AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop ASUS VivoBook 17 X1702ZA-AU046W 17,3"" i3-1220P 8GB RAM 512GB Dysk SSD Win11 Niebieski",3599,"17,3 "", 1920 x 1080 pikseli",Intel® Core™ i3 12gen 1220P,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook ASUS VivoBook S13 S333EA-EG018 13,3"" i5-1135G7 16GB RAM 512GB Dysk Czarny",3899,"13,3 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Brak,Intel
"Laptop gamingowy HP Pavilion 16-a0029nw 16,1"" i5-10300H 16GB RAM 512GB Dysk SSD GTX1650Ti Czarny",3899,"16,1 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 10300H,16,NVIDIA® GeForce GTX™ 1650 Ti + Intel UHD Graphics,512,Brak,Intel
"Laptop Dell Inspiron 15 3511-6460 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Czarny",3999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop ultrabook Lenovo Yoga Slim 7 Pro 14ACH5 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Szary",4199,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Dell Inspiron 5625-6440 16""' R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4499,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop ultrabook Lenovo Yoga Slim 7 Pro 14ACH5 14"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Szary",4199,"14 "", 2240 x 1400 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Dell Inspiron 5625-6440 16""' R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4499,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 17ACH6 17,3"" 144Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Czarno-niebieski",4499,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Brak,AMD
"Laptop 2w1 Acer Aspire 5 Spin A5SP14-51MTN-55UH 14"" i5-1335U 32GB RAM 512GB Dysk SSD Win11 Czarny",4549,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,32,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Toshiba Satellite Pro L50-G-11H 15,6"" i5-10210U 16GB RAM 512GB Dysk SSD Win10 Pro Czarny",4599,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 10210U,16,Intel® UHD Graphics,512,Windows 10,Intel
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R5 5600H 16GB RAM 1TB Dysk SSD Win11 Szary",4749,"16 "", 2560 x 1600 pikseli 120 Hz",AMD Ryzen™ 5 5600H,16,AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop Acer Aspire Vero AV15-52-78HC 15,6"" i7-1255U 16GB RAM 1TB Dysk SSD Win11 Czarny",4849,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 12gen 1255U,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop biznesowy Toshiba Satellite Pro L50-J-11I 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win10 Pro Czarny",4899,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16,Intel® Iris Xe Graphics,512,Windows 10,Intel
"Laptop 2w1 Microsoft Surface Laptop 5 13,5"" i5-1235U 8GB RAM 512GB Dysk SSD Win11 Czarny Matowy",5689,"13,5 "", ekran dotykowy 2256 x 1504 pikseli",Intel® Core™ i5 12gen 1235U,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Apple MacBook Pro M2 13,3"" M2 16GB RAM 256GB Dysk macOS Gwiezdna Szarość US",8399,"13,3 "", 2560 x 1600 pikseli",Apple M2,16,Apple M2 (10-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Pro 2021 16,2"" M1 Pro 16GB RAM 512GB Dysk macOS Srebrny US",9999,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M1 Pro,16,Apple M1 Pro (16-rdzeni),512,macOS Sonoma,Apple
"Laptop 2w1 Dell XPS 13 Plus 9320-8648 OLED 13,4"" i7-1260P 16GB RAM 1TB Dysk SSD Win11 Grafitowy",10499,"13,4 "", ekran dotykowy 3546 x 2160 pikseli 60 Hz",Intel® Core™ i7 1260P,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy ASUS ROG Zephyrus M16 2022 GU603ZW-K8092W 16"" 165Hz i9-12900H 32GB RAM 1TB Dysk SSD RTX3070Ti Win11 Czarny",12299,"16 "", 2560 x 1600 pikseli 165 Hz",Intel® Core™ i9 12gen 12900H,32,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop 2w1 Dell XPS 13 9320-3912 OLED 13,4"" i7-1260P 16GB RAM 1TB Dysk SSD Win11 Platynowy",12499,"13,4 "", ekran dotykowy 3456 x 2160 pikseli 60 Hz",Intel® Core™ i7 1260P,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy MSI Stealth 16 AI Studio A1VGG-031PL 16"" 240Hz Ultra 9 185H 32GB RAM 2TB Dysk SSD RTX4070 DLSS3 Win11 Niebieski",14399,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ Ultra 9 14gen 185H,32,NVIDIA® GeForce RTX™ 4070 + Intel Arc Graphics,2048,Windows 11 Home,Intel
"Apple MacBook Pro 2021 16,2"" M1 Max 32GB RAM 1TB Dysk macOS Gwiezdna Szarość",17599,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M1 Max,32,Apple M1 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop chromebook Acer Chromebook CB315-3H-C2ED 15,6"" Celeron N4020 8GB RAM 128GB Dysk ChromeOS Srebrny",1499,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4020,8,Intel® UHD Graphics 600,128,Chrome OS,Intel
"Laptop Lenovo IdeaPad 5 14ARE05 14"" R7 4700U 8GB RAM 512GB Dysk Szary",2899,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,8,AMD Radeon™ Graphics,512,Brak,AMD
"Laptop ASUS VivoBook X513EP-BQ1140A 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD MX330 Czarny",2999,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,NVIDIA® GeForce MX 330 + Intel Iris Xe Graphics,512,Brak,Intel
