Tytuł,Cena,Sklep,Procesor,RAM,Dysk SSD,Karta graficzna:,Ekran,System operacyjny,Dysk HDD:,Firma procesora
"Laptop ASUS ROG Flow X13 GV302XU-MU009W 13.4"" IPS 165Hz R9-7940HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",7899.0,MediaExpert,AMD Ryzen 9 7940HS,16,1000,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,13.4,Windows 11 Home,,AMD
"Laptop HP Omen 17-CK1103NW 17.3"" IPS 165Hz i7-12700H 32GB RAM 1TB SSD GeForce RTX3080Ti Windows 11 Home",14899.99,MediaExpert,Intel Core i7-12700H,32,1000,NVIDIA GeForce RTX 3080 Ti + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop ASUS ROG Zephyrus G16 GU603ZU-N4013W 16"" IPS 240Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",6699.0,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS ROG Strix Scar 16 G634JY-NM015W 16"" 240Hz i9-13980HX 32GB RAM 2 x 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",14799.0,MediaExpert,Intel Core i9-13980HX,32,,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop APPLE MacBook Pro 2023 16"" Retina M2 Pro 16GB RAM 1TB SSD macOS Srebrny",16199.99,MediaExpert,Apple M2 Pro,16,1000,Apple M2 Pro (19 rdzeni),16.2,macOS Ventura,,Apple
"Laptop DELL XPS Plus 9320-3936 13.4"" OLED i7-1260P 16GB RAM 1TB SSD Windows 11 Home",9679.97,MediaExpert,Intel Core i7-1260P,16,1000,Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
"Laptop DELL XPS Plus 9320-3950 13.4"" i7-1260P 16GB RAM 512GB SSD Windows 11 Home",8699.0,MediaExpert,Intel Core i7-1260P,16,512,Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
"Laptop LENOVO Legion 5 Pro 16ARH7H 16"" IPS 165Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",7499.98,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3060 + AMD Radeon 680M,16,Windows 11 Home,,AMD
Laptop LENOVO Legion 5 15ARH7H 15.6 IPS 165Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home,5899.0,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3060 + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop HP Envy 16-H0163NW 16"" IPS i5-12500H 16GB 1TB SSD Arc A370M Windows 11 Home",7158.0,MediaExpert,Intel Core i5-12500H,16,1000,Intel Arc A370M + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop HP Envy 16-H0153NW 16"" IPS i5-12500H 16GB RAM 512GB SSD Arc A370M Windows 11 Home",7335.0,MediaExpert,Intel Core i5-12500H,16,512,Intel Arc A370M + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop HP Pavilion 15-EH2149NW 15.6"" IPS R5-5625U 8GB RAM 512GB SSD Windows 11 Home",3172.17,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Envy 16-H0009NW 16"" IPS i5-12500H 16GB RAM 512GB SSD Arc A370M Windows 11 Home",7399.99,MediaExpert,Intel Core i5-12500H,16,512,Intel Arc A370M + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop HP Omen 16-K0133NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 1TB SSD GeForce RTX3050Ti Windows 11 Home",6309.0,MediaExpert,Intel Core i5-12500H,16,1000,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Omen 16-K0123NW 16.1"" IPS 165Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",9704.9,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Victus 16-D1113NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",6699.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop DELL G15 5525-9904 15.6"" 165Hz R7-6800H 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",7999.0,MediaExpert,AMD Ryzen 7 6800H,16,1000,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop DELL XPS 9320-8990 13.4"" i7-1260P 16GB RAM 512GB SSD Windows 11 Home",9439.0,MediaExpert,Intel Core i7-1260P,16,512,Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
Laptop DELL Inspiron 5420-5590 14'' i3-1215U 8GB RAM 512GB SSD Windows 11 Professional,2999.0,MediaExpert,Intel Core i3-1215U,8,512,Intel UHD Graphics,14,Windows 11 Professional,,Intel
"Laptop HP Victus 16-D1173NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti Windows 11 Home",4959.68,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Victus 16-D1183NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti",4859.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Brak,,Intel
"Laptop APPLE MacBook Air 13.6"" Retina M2 8GB RAM 512GB SSD macOS Gwiezdna szarość",4799.0,MediaExpert,Apple M2,8,512,Apple M2 (10 rdzeni),13.6,macOS Monterey,,Apple
"Laptop ACER Nitro 5 AN517-42 17.3"" IPS 144Hz R7-6800H 8GB RAM 512GB SSD GeForce RTX3050",4679.97,MediaExpert,AMD Ryzen 7 6800H,8,512,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,17.3,Brak,,AMD
"Laptop ACER Nitro 5 AN517-42 17.3"" IPS 144Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3050Ti",6899.99,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon 680M,17.3,Brak,,AMD
"Laptop ACER Nitro 5 AN515-46 15.6"" IPS 165Hz R5-6600H 8GB RAM 512GB SSD GeForce RTX3050",5699.99,MediaExpert,AMD Ryzen 5 6600H,8,512,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,15.6,Brak,,AMD
"Laptop HP Victus 15-FB0103NW 15.6"" IPS 144Hz R5-5600H 8GB RAM 512SSD GeForce GTX1650 Windows 11 Home",4199.99,MediaExpert,AMD Ryzen 5 5600H,8,512,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Omen 16-C0009NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 1TB SSD Radeon RX6600M",6834.97,MediaExpert,AMD Ryzen 7 5800H,16,1000,AMD Radeon RX 6600M + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP 15S-EQ2609NW 15.6"" IPS R3-5300U 8GB RAM 256GB SSD Windows 11 Home",2799.99,MediaExpert,AMD Ryzen 3 5300U,8,256,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Omen 17-CK1006NW 17.3"" IPS 144Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3060",8799.99,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,17.3,Brak,,Intel
"Laptop HP Victus 16-E0089NW 16.1"" IPS 144Hz R5-5600H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",5499.99,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,16.1,Windows 11 Home,,AMD
"Laptop DREAMMACHINES RT3080-15PL55 15.6"" 240Hz R9-6900HX 16GB RAM 1TB SSD GeForce RTX3080",11399.0,MediaExpert,AMD Ryzen 9 6900HX,16,1000,NVIDIA GeForce RTX 3080 + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop DREAMMACHINES RG3060-15PL50 15.6"" 144Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3060",5199.0,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop LENOVO V15 G3 IAP 15.6"" i5-1235U 8GB RAM 256GB SSD Windows 11 Professional",2669.0,MediaExpert,Intel Core i5-1235U,8,256,Intel Iris Xe Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO ThinkPad E14 Gen 4 14"" IPS R5-5625U 8GB RAM 512GB SSD Windows 11 Professional",4499.0,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,14,Windows 11 Professional,,AMD
"Laptop LENOVO Legion 7 16IAX7 16"" IPS 165Hz i9-12900HX 32GB RAM 1TB SSD GeForce RTX3080Ti Windows 11 Home",15999.99,MediaExpert,Intel Core i9-12900HX,32,1000,NVIDIA GeForce RTX 3080 Ti + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop ACER Aspire Vero AV14-51-30HX 14"" IPS i3-1215U 8GB RAM 256GB SSD Windows 11 Home",3099.99,MediaExpert,Intel Core i3-1215U,8,256,Intel UHD Graphics,14,Windows 11 Home,,Intel
"Laptop ACER Swift Edge SFA16-41-R7N9 16"" R5-6600U 16GB RAM 512GB SSD Windows 11 Home",5552.36,MediaExpert,AMD Ryzen 5 6600U,16,512,AMD Radeon 660M,16,Windows 11 Home,,AMD
"Laptop GIGABYTE Aero 5 KE4-72EE614SH 15.6"" OLED i7-12700H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",8680.5,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP Omen 16-C0069NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3070 Windows 11 Home",9099.99,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Windows 11 Home,,AMD
"Laptop HP Omen 16-C0029NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3070",8299.99,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Omen 16-B1004NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",6799.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Omen 16-C0049NW 16.1"" IPS 165Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3070",8499.99,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Omen 16-B1003NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",7599.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Omen 16-C0039NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3070",8499.99,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Victus 16-E0139NW 16.1"" IPS 165Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",7499.99,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3060 + AMD Radeon Graphics,16.1,Windows 11 Home,,AMD
"Laptop HP Victus 16-D1010NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050Ti",5039.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Brak,,Intel
"Laptop HP Victus 16-D1004NW 16.1"" IPS 144Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3060",6789.0,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Brak,,Intel
"Laptop DELL XPS 9320-8648 13.4"" OLED i7-1260P 16GB RAM 1TB SSD Windows 11 Home",11799.99,MediaExpert,Intel Core i7-1260P,16,1000,Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
"Laptop DELL G15 5525-8373 15.6"" R7-6800H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Professional",5279.97,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,15.6,Windows 11 Professional,,AMD
"Laptop DELL Alienware M15 R7-0125 15.6"" 165Hz i7-12700H 32GB RAM 1TB SSD GeForce RTX3080Ti Windows 11 Home",19999.99,MediaExpert,Intel Core i7-12700H,32,1000,NVIDIA GeForce RTX 3080 Ti + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Alienware M15 R7-0095 15.6"" 165Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",11799.0,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3070 Ti + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4797 14"" 144Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",11799.0,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4834 14"" 144Hz i5-12500H 16GB RAM 1TB SSD GeForce RTX3050 Windows 11 Home",13499.99,MediaExpert,Intel Core i5-12500H,16,1000,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4827 14"" 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",12999.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4803 14"" 144Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",11999.0,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4810 14"" 144Hz i7-12700H 16GB RAM 2TB SSD GeForce RTX3060 Windows 11 Home",16499.99,MediaExpert,Intel Core i7-12700H,16,2000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X14 14R1-4841 14"" 144Hz i5-12500H 16GB RAM 2TB SSD GeForce RTX3050 Windows 11 Home",14799.99,MediaExpert,Intel Core i5-12500H,16,2000,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Alienware X15 15R2-4667 15.6"" 165Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",15999.99,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Alienware x17 17R2-4704 17.3"" 165Hz i7-12700H 32GB RAM 1TB SSD GeForce RTX3080Ti Windows 11 Home",22499.99,MediaExpert,Intel Core i7-12700H,32,1000,NVIDIA GeForce RTX 3080 Ti + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop DELL Alienware X15 15R2-4698 15.6"" 360Hz i7-12700H 32GB RAM 2TB SSD GeForce RTX3080Ti Windows 11 Home",23999.99,MediaExpert,Intel Core i7-12700H,32,2000,NVIDIA GeForce RTX 3080 Ti + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop REALME Book Prime 14"" IPS i5-11320H 16GB RAM 512GB SSD Windows 11 Home",4349.0,MediaExpert,Intel Core i5-11320H,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop PREDATOR Triton 500 SE PT516-52S 16"" IPS 240Hz i9-12900H 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",11465.63,MediaExpert,Intel Core i9-12900H,16,1000,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop PREDATOR Helios 300 PH317-55 17.3"" IPS 144Hz i7-11800H 32GB RAM 1TB SSD GeForce RTX3070 Windows 11 Home",9599.99,MediaExpert,Intel Core i7-11800H,32,1000,NVIDIA GeForce RTX 3070 + Intel UHD Graphics,17.3,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN517-55 17.3"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",7249.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i7-12700H 16GB RAM 1TB SSD GeForce RTX3070Ti",8949.99,MediaExpert,Intel Core i7-12700H,16,1000,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ASUS ROG Flow X16 GV601RW-M5047W 16"" 165Hz R9-6900HS 32GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",9799.0,MediaExpert,AMD Ryzen 9 6900HS,32,1000,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,16,Windows 11 Home,,AMD
"Laptop ACER Nitro 5 AN515-58-71H1 15.6"" IPS 144Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3050Ti",5849.99,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 165Hz i7-12700H 16GB RAM 512GB SSD GeForce RTX3070Ti",6839.97,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce RTX3060",4409.97,MediaExpert,Intel Core i5-12500H,8,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HP Victus 16-D0543NW 16.1"" IPS 144Hz i5-11400H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",5199.99,MediaExpert,Intel Core i5-11400H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Omen 16-C0133NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3070",6397.28,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Omen 16-B0113NW 16.1"" IPS 144Hz i7-11800H 16GB RAM 1TB SSD GeForce RTX3060",6353.21,MediaExpert,Intel Core i7-11800H,16,1000,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,16.1,Brak,,Intel
"Laptop HP 15S-FQ2113NW 15.6"" i5-1135G7 8GB RAM 512GB SSD",2999.99,MediaExpert,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ACER Nitro 5 AN515-57-7806 15.6"" IPS 144Hz i7-11800H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",4829.97,MediaExpert,Intel Core i7-11800H,16,1000,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop RAZER Blade 14"" IPS 165Hz R9-6900HX 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",13749.99,MediaExpert,AMD Ryzen 9 6900HX,16,1000,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,14,Windows 11 Home,,AMD
"Laptop RAZER Blade 17.3"" IPS 360Hz i7-12800H 16GB RAM 1TB SSD GeForce RTX3070Ti Windows 11 Home",16599.99,MediaExpert,Intel Core i7-12800H,16,1000,NVIDIA GeForce RTX 3070 Ti + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop RAZER Blade 17.3"" 165Hz i7-12800H 16GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",14299.99,MediaExpert,Intel Core i7-12800H,16,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop HP 250 G8 15.6"" IPS i5-1035G1 8GB RAM 256GB SSD",2587.49,MediaExpert,Intel Core i5-1035G1,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ASUS ROG Strix G15 G513RW-HQ143 15.6"" IPS 165Hz R7-6800H 16GB RAM 1TB SSD GeForce RTX3070Ti",7139.0,MediaExpert,AMD Ryzen 7 6800H,16,1000,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop MSI Creator Z16P B12UHST-022PL 16"" IPS 165Hz i9-12900H 32GB RAM 2TB SSD GeForce RTX3080Ti Max-Q Windows 11 Professional",16999.98,MediaExpert,Intel Core i9-12900H,32,2000,NVIDIA GeForce RTX 3080 Ti + Intel Iris Xe Graphics,16,Windows 11 Professional,,Intel
"Laptop PREDATOR Triton 500 SE PT516-51S 16"" IPS 165Hz i9-11900H 16GB RAM 1TB SSD GeForce RTX3080 Windows 10 Home",13999.99,MediaExpert,Intel Core i9-11900H,16,1000,NVIDIA GeForce RTX 3080 + Intel UHD Graphics,16,Windows 10 Home,,Intel
"Laptop PREDATOR Triton 500 SE PT516-51S 16"" IPS 165Hz i7-11800H 16GB RAM 1TB SSD GeForce RTX3070 Windows 10 Home",10399.99,MediaExpert,Intel Core i7-11800H,16,1000,NVIDIA GeForce RTX 3070 + Intel UHD Graphics,16,Windows 10 Home,,Intel
"Laptop ACER ConceptD 5 Pro CN516-72P-78U0 16"" IPS i7-11800H 16GB RAM 1TB SSD GeForce RTXA3000 Windows 10 Professional",11449.99,MediaExpert,Intel Core i7-11800H,16,1000,NVIDIA GeForce RTX A3000 + Intel UHD Graphics,16,Windows 10 Professional,,Intel
"Laptop RAZER Blade Stealth 13.3"" OLED i7-1165G7 16GB RAM 512GB SSD GeForce GTX1650Ti Max-Q Windows 10 Home",10999.99,MediaExpert,Intel Core i7-1165G7,16,512,NVIDIA GeForce GTX 1650 Ti + Intel Iris Xe Graphics,13.3,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,Intel
"Laptop HP Envy 13-BA0011NW 13.3"" IPS i7-1065G7 8GB RAM 512GB SSD Windows 10 Home",5199.99,MediaExpert,Intel Core i7-1065G7,8,512,Intel Iris Plus Graphics,13.3,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,Intel
"Laptop DELL Alienware M17 R4 17.3"" 360Hz i7-10870H 32GB RAM 2 x 256GB SSD GeForce RTX3070 Windows 10 Home",14499.99,MediaExpert,Intel Core i7-10870H,32,,NVIDIA GeForce RTX 3070 + Intel UHD Graphics 630,17.3,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,Intel
"Laptop MSI GE76 Raider 10UH-212PL 17.3"" IPS i9-10980HK 32GB RAM 2TB SSD GeForce RTX3080 Windows 10 Home",17999.99,MediaExpert,Intel Core i9-10980HK,32,2000,NVIDIA GeForce RTX 3080 + Intel UHD Graphics,17.3,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,Intel
"Laptop ASUS ROG Strix Scar G533QS-HF007T 15.6"" IPS 300Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3080 Windows 10 Home",11499.98,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3080 + AMD Radeon Graphics,15.6,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,AMD
"Laptop ASUS ROG Zephyrus G15 GA503QS-HQ020T 15.6"" IPS 165Hz R7-5800HS 16GB RAM 1TB SSD GeForce RTX3080 Windows 10 Home",7139.0,MediaExpert,AMD Ryzen 7 5800HS,16,1000,NVIDIA GeForce RTX 3080 + AMD Radeon Graphics,15.6,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,AMD
"Laptop ASUS ROG Strix G15 G513QR-HF010T 15.6"" IPS 300Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3070 Windows 10 Home",7139.0,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,15.6,Windows 10 Home,,AMD
"Laptop ASUS ROG Strix G17 G713QR 17.3"" IPS 300Hz R7-5800H 16GB RAM 1TB SSD GeForce 3070",7199.0,MediaExpert,AMD Ryzen 7 5800H,16,1000,,17.3,Brak,,AMD
"Laptop MSI Modern 14 B10MW-264XPL 14"" IPS i5-10210U 8GB RAM 512GB SSD",3242.58,MediaExpert,Intel Core i5-10210U,8,512,Intel UHD Graphics,14,Brak,,Intel
"Laptop ASUS ROG Zephyrus M15 GU502LW-AZ057T 15.6"" IPS 240Hz i7-10750H 16GB RAM 1TB SSD GeForce RTX2070 Max-Q Windows 10 Home",4899.99,MediaExpert,Intel Core i7-10750H,16,1000,NVIDIA GeForce RTX 2070 Max-Q + Intel UHD Graphics,15.6,Windows 10 Home,,Intel
"Laptop HP Omen X 15-DG0011NW 15.6"" IPS i7-9750H 16GB RAM 1TB SSD GeForce 2070 Max-Q Windows 10 Home",12499.99,MediaExpert,Intel Core i7-9750H,16,1000,NVIDIA GeForce RTX 2070 Max-Q + Intel UHD Graphics,15.6,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),,Intel
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS 144Hz R5-5500H 16GB RAM 512GB SSD GeForce RTX2050",2399.0,MediaExpert,AMD Ryzen 5 5500H,16,512,NVIDIA GeForce RTX 2050 + AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop DELL G15 5530-8522 15.6"" i5-13450HX 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3898.99,MediaExpert,Intel Core i5-13450HX,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO Legion Pro 5 16IRX9 16"" IPS 240Hz i5-14500HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",7099.99,MediaExpert,Intel Core i5-14500HX,32,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Windows 11 Home,,Intel
