Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop 2w1 ASUS ZenBook Duo 2024 UX8406MA-PZ051W OLED 14"" Ultra 9 185H 32GB RAM 2TB Dysk SSD Win11 Szary",12 949,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux8406-u9-32gb-2tb-w11.bhtml,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32 GB LPDDR5X RAM,Intel® Arc Graphics,2 TB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A315-58-59PM 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Srebrny",1 799,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-i5-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS ROG Zephyrus G14 GA401QC-HZ011T Matrix 14""144Hz R7 5800HS 16GB RAM 512GB Dysk SSD RTX3050 Win10 Biały",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ga401-14-r7-16gb-512ssd-3050-w10.bhtml,"14 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800HS,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop Lenovo IdeaPad 3 15IIL05 15,6"" i5-1035G1 8GB RAM 256GB Dysk SSD Win10 Szary",999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-i5-8gb-256ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 1035G1,8 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,256 GB SSD,Windows 10 Home Edition
"Apple MacBook Pro 2023 14,2"" M2 Pro 16GB RAM 1TB Dysk macOS Gwiezdna Szarość",11 399,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-14-m2-pro-1tbssd-grey_1.bhtml,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M2 Pro,16 GB zunifikowana RAM,Apple M2 Pro (19-rdzeni),1 TB SSD,macOS Ventura lub nowszy
"Laptop Dell Inspiron 3525-6518 15,6"" 120Hz R5 5625U 8GB RAM 512GB Dysk SSD Win11 Czarny",2 149,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3525-r5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5625U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron 3520-9973 15,6"" 120Hz i5-1235U 16GB RAM 1TB Dysk SSD Win11 Srebrny",2 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3520-i5-16gb-1tb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming A15 FA506NC-HN016 15,6''144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX3050 Czarny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fa506-r5-16gb-512gb-3050-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7535HS,16 GB DDR5 5600 Mhz RAM,NVIDIA® Geforce RTX 3050 + AMD Radeon™ 660M,512 GB SSD,bez systemu
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IHU6 15,6""120Hz i5-11320H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-i5-16gb-512ssd-3050-w11_2.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 11gen 11320H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A315-58-37N1 15,6"" i3-1115G4 8GB RAM 512GB Dysk SSD Win11 Srebrny",1 299,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-i3-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A315-23-R9B9 15,6"" R5 3500U 8GB RAM 256GB Dysk SSD Win11 Czarny",999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-r5-8gb-256ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 3500U,8 GB DDR4 RAM,AMD Radeon™Vega 8,256 GB SSD,Windows 11 Home Edition
"Laptop ASUS X515EA-BQ1735W 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Szary",1 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i5-16gb-512ssd-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Złoty US",4 528,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-m1-8gb-256ssd-gold-us.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M1,8 GB DDR4 RAM,Apple M1 (7-rdzeni),256 GB SSD,macOS Big Sur lub nowszy
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Północ US",3 799,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-z160000d9-m2-8gb-256-midn-us.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,8 GB zunifikowana RAM,Apple M2 (8-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Złoty US",4 528,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-m1-8gb-256ssd-gold-us.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M1,8 GB DDR4 RAM,Apple M1 (7-rdzeni),256 GB SSD,macOS Big Sur lub nowszy
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Północ US",3 799,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-z160000d9-m2-8gb-256-midn-us.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,8 GB zunifikowana RAM,Apple M2 (8-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Laptop Lenovo ThinkBook 16 G6 IRL 16"" i7-13700H 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4 749,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-leno-i7-13700h-16gb-512gb-16-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 13700H,16 GB DDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop Acer Swift Go 14 SFG14-72-735T OLED 14"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Srebrny",4 899,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-3-14-core-u7-32gb-1tb-w11.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB LPDDR5X RAM,Intel® Arc Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R7 3700U 8GB RAM 512GB Dysk SSD Win10 Szary",999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r7-8gb-512ssd-w10_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 3700U,8 GB DDR4 2400 MHz RAM,AMD Radeon™ Vega 10,512 GB SSD,Windows 10 Home Edition
"Laptop Huawei MateBook D 15 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win11 Srebrny",3 399,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-d15-r5-5500-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN515-58-54ES 15,6"" 165Hz i5-12500H 16GB RAM 1TB Dysk SSD RTX3060 Win11 Czarny",3 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro5-i5-16gb-1tbssd-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR4 RAM,NVIDIA® GeForce RTX™3060 + Intel Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ASUS X515EA-BQ1445W 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Szary",1 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Envy 14-eb0212nw 14"" i7-11370H 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 299,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-envy-14-i7-16gb-512ssd-w10.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ i7 11gen 11370H,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 FX506LH-HN042W 15,6"" 144Hz i5-10300H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Czarny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-i5-16gb-512ssd-1650-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 10gen 10300H,16 GB DDR4 2933 MHz RAM,NVIDIA® GeForce GTX™ 1650 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A315-23-R6CP 15,6"" R5 3500U 16GB RAM 512GB Dysk SSD Win11 Czarny",1 599,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-r5-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 3500U,16 GB DDR4 RAM,AMD Radeon™Vega 8,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ARH7 15,6"" 120Hz R5 6600H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Szary",3 399,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-r5-16gb-512gb-3050ti-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 6600H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™ 660M,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Cyborg 15 A12VE-017XPL 15,6""144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-cyborg-15-a12ve-i5-16g-512g-4050.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop 2w1 Lenovo Yoga 7 14IRL8 OLED 14"" i5-1340P 16GB RAM 512GB Dysk SSD Win11 Szary",4 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-7-14-i5-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1340P,16 GB LPDDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 5 15ALC05 15,6"" R7 5700U 16GB RAM 512GB Dysk SSD Win11 Szary",2 399,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-r7-16gb-512ssd-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5700U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN517-42-R3GT 17,3"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3060 Czarny",3 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-17-r7-16g-512g-3060-no-os.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 RAM,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ 680M,512 GB SSD,bez systemu
"Laptop Acer Swift Go 14 SFG14-71-54M4 OLED 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4 199,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-go-i5-16gb-512gb-w11.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i5 13gen 1335U,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Pro 2023 16,2"" M3 Pro 18GB RAM 512GB Dysk macOS Gwiezdna Czerń",12 299,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mbp-16-m3-pro-512g-18g-spac-black.bhtml,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M3 Pro,18 GB zunifikowana RAM,Apple M3 Pro (18-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop Acer Extensa 15 EX215-55-3773 15,6"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Szary",1 599,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-extensa-215-i3-8gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP 15s-eq2232nw 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win10 Srebrny",1 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r5-5500-16gb-512ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 1TB Dysk SSD Win11 Pro Czarny",2 719,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1235u-16gb-1tb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Professional
"Laptop gamingowy ASUS TUF Gaming F17 FX706HCB-HX147W 17,3"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",5 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx706-i5-16gb-512ssd-3050-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 1TB Dysk SSD Win11 Pro Czarny",2 719,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1235u-16gb-1tb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Professional
"Laptop gamingowy ASUS TUF Gaming F17 FX706HCB-HX147W 17,3"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",5 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx706-i5-16gb-512ssd-3050-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Gwiezdna Szarość US",5 299,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-z15s00150-m2-16gb-256-grey-us.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (8-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Laptop Lenovo IdeaPad 3 15ITL6 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Szary",1 849,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-i5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3530 15,6"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 149,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1335u-16gb-512gb-w11p_3.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Apple MacBook Air 13,6"" M2 16GB RAM 512GB Dysk macOS Północ US",6 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-z161000lr-m2-16gb-512-midn-us.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (8-rdzeni),512 GB SSD,macOS Monterey lub nowszy
"Laptop ultrabook ASUS Zenbook 14X OLED UX5401EA-L7099W OLED 14"" 90Hz i7-1165G7 16GB RAM 512GB Dysk SSD Win11 Szary",3 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux5401-14-i7-16gb-512ssd-w11.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 11gen 1165G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Titan 18 HX A14VIG-065PL 18"" 120Hz i9-14900HX 64GB RAM 4TB Dysk SSD RTX4090 DLSS3 Win11 Czarny",26 399,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-titan-hx-18-i9-64-4tb-4090-w11.bhtml,"18 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ i9 14gen 14900HX,64 GB DDR5 RAM,NVIDIA® GeForce RTX™ 4090 + Intel UHD Graphics,4 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Dell G15 5525-8403 15,6"" 120Hz R5 6600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",4 499,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5525-r5-16gb-512gb-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 6600H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 660M,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air 13,6"" M2 16GB RAM 512GB Dysk macOS Srebrny US",6 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-z15x000lt-m2-16gb-512-sil-us.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (8-rdzeni),512 GB SSD,macOS Monterey lub nowszy
"Laptop Acer Aspire 3 A315-23-R1AF 15,6"" R5 3500U 8GB RAM 512GB Dysk SSD Win11 Czarny",1 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-r5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 3500U,8 GB DDR4 RAM,AMD Radeon™Vega 8,512 GB SSD,Windows 11 Home Edition
"Laptop 2w1 Microsoft Surface Go 3 10,5"" Pentium Gold 6500Y 4GB RAM 64GB Dysk Win11S +klawiatura +Microsoft365 Personal",2 499,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-sur-go3-4gb-64gb-w11-cov-m365.bhtml,"10,5 "", ekran dotykowy 1920 x 1280 pikseli",Intel® Pentium® Gold 6500Y,4 GB LPDDR3 RAM,Intel® UHD Graphics 615,64 GB eMMC,Windows 11 S
"Laptop gamingowy Acer Nitro 5 AN515-57-795F 15,6"" 144Hz i7-11600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-i7-16gb-512gb-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 11gen 11600H,16 GB DDR4 RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 3 15ALC6 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win11 Szary",1 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 15-eh3432nw 15,6"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Biały",2 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pavilion-r5-16gb-512gb-ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 Pro 14IAH7 14"" i5-12500H 16GB RAM 512GB Dysk SSD Win11 Szary",2 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s7-pro-14-i5-16gb-512ssd-w11.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i5 12gen 12500H,16 GB LPDDR5 4800 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook 17 X1704ZA-AU064W 17,3"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x1704-i5-16gb-512gb-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3530 15,6"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i7-1355u-16gb-512gb-w11p_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i7 13gen 1355U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 165Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Szary",3 399,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-ideapad-gaming-3-15iah7-15-6-165hz-i5-12450h-16gb-ram-512gb-dysk-rtx3050ti-win11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 Ti + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN515-58-54R4 15,6"" 144Hz i5-12500H 8GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarny",4 849,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro5-i5-8gb-512ssd-3050ti-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12500H,8 GB DDR4 RAM,NVIDIA® GeForce RTX™3050 Ti + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
Laptop LG Gram 14'' 2022 14Z90Q-G.AA54Y i5-1240P 16GB RAM 512GB Dysk SSD Win11 Biały,5 699,https://www.euro.com.pl/laptopy-i-netbooki/lg-laptop-gram-14-i5-16gb-512ssd-w11_1.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ i5 12gen 1240P,16 GB LPDDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
Laptop LG Gram Style 16'' 2023 OLED 16Z90RS-G.AA77Y i7-1360P 16GB RAM 1TB Dysk SSD Win11 Biały,6 799,https://www.euro.com.pl/laptopy-i-netbooki/lg-laptop-lg-16-i7-16gb-1tbgb-w11.bhtml,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ i7 13gen 1360P,16 GB LPDDR5 6000 Mhz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
Laptop LG Gram 14'' 2022 14Z90Q-G.AA54Y i5-1240P 16GB RAM 512GB Dysk SSD Win11 Biały,5 699,https://www.euro.com.pl/laptopy-i-netbooki/lg-laptop-gram-14-i5-16gb-512ssd-w11_1.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ i5 12gen 1240P,16 GB LPDDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
Laptop LG Gram Style 16'' 2023 OLED 16Z90RS-G.AA77Y i7-1360P 16GB RAM 1TB Dysk SSD Win11 Biały,6 799,https://www.euro.com.pl/laptopy-i-netbooki/lg-laptop-lg-16-i7-16gb-1tbgb-w11.bhtml,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ i7 13gen 1360P,16 GB LPDDR5 6000 Mhz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 15-eh0005nw 15,6"" R7 4700U 8GB RAM 512GB Dysk SSD Win10 Srebrny",1 299,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-r7-4700-8gb-512ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
