Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop gamingowy Acer Nitro 5 AN515-58-5876 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-i5-16gb-512gb-4060-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR5 RAM,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IHU6 15,6"" 120Hz i5-11320H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Czarny",2 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-i5-16gb-512ssd-1650-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 11gen 11320H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop MSI Modern 15 B7M-051PL 15,6"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Czarny",2 199,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-modern-15-b7m-r5-16-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 16-k0142nw 16,1'' 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-1-i5-16gb-512ssd-3060-w11.bhtml,"16,1 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3060 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 16 AN16-42-R16J 16"" 165Hz R9 8945HS 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",7 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-16-r9-32gb-1tb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 9 8945HS,32 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 780M,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 16IRX9 16"" 240Hz i7-14650HX 32GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",8 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-i7-32gb-512gb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 14gen 14650HX,32 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 699,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1235u-16gb-512gb-w11p_2.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy Lenovo Legion 5 16IRX9 16"" 240Hz i7-14650HX 32GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",8 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-i7-32gb-512gb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 14gen 14650HX,32 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 699,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1235u-16gb-512gb-w11p_2.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy MSI Katana 15 B13VGK-1493XPL 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Czarny",5 899,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-katana-15-b13vgk-i7-16gb-1tb-4070.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16 GB DDR5 5200 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1 TB SSD,bez systemu
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Srebrny",5 399,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-15-8gb-256gb-silver.bhtml,"15,3"", 2880 x 1864 pikseli",Apple M3,8 GB zunifikowana RAM,Apple M3 (10-rdzeni),256 GB SSD,macOS Sonoma lub nowszy
"Laptop HP 15s-eq2162nw 15,6"" R3 5300U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1 699,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r3-5300-16gb-512ss-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A315-58-376J 15,6"" i3-1115G4 8GB RAM 256GB Dysk SSD Win11S Srebrny",999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-i3-8gb-256ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8 GB DDR4 RAM,Intel® UHD Graphics,256 GB SSD,Windows 11 S
"Laptop gamingowy HP OMEN 16-n0122nw 16,1"" 165Hz R7 6800H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Srebrny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-r7-16gb-1tb-3070ti-w11.bhtml,"16,1 "", 2560 x 1440 pikseli 165 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 680M,1 TB SSD,Windows 11 Home Edition
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 256GB Dysk macOS Gwiezdna Szarość",5 999,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-z1b6001a4-m3-16gb-256gb-sg.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,16 GB zunifikowana RAM,Apple M3 (10-rdzeni),256 GB SSD,macOS Sonoma lub nowszy
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Srebrny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-macbook-air-13-m1-8gb-256ssd_1.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M1,8 GB DDR4 RAM,Apple M1 (7-rdzeni),256 GB SSD,macOS Big Sur lub nowszy
"Laptop HP 15s-eq2425nw 15,6"" R3 5300U 8GB RAM 512GB Dysk SSD Win11 Srebrny",1 299,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r3-8gb-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 3 5300U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 120Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Biały",3 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-i5-16gb-512ssd-3060-w11-white.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop chromebook Acer Chromebook 315 CB315-4H-C567 15,6"" Celeron N4500 8GB RAM 128GB Dysk ChromeOS Srebrny",899,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-n4500-8gb-128gb.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4500,8 GB LPDDR4X RAM,Intel® UHD Graphics,128 GB SSD,Chrome OS
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 165Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",2 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-i5-16gb-512gb-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Złoty",3 699,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-macbook-air-13-m1-8gb-256ssd_2.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M1,8 GB DDR4 RAM,Apple M1 (7-rdzeni),256 GB SSD,macOS Big Sur lub nowszy
"Apple MacBook Air 2024 13,6"" M3 8GB RAM 512GB Dysk macOS Księżycowa Poświata",5 299,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-6-8gb-512gb-starlight.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M3,8 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop Lenovo Yoga Slim 6 14IAP8 OLED 14"" i5-1240P 16GB RAM 512GB Dysk SSD Win11 Szary",2 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-yoga-s6-14-oled-i5-16gb-512gb-w11.bhtml,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 1240P,16 GB LPDDR5 4800 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
Laptop ultrabook ASUS ZenBook 14 UX3402ZA-KP374W 14'' i5-1240P 16GB RAM 512GB Dysk SSD Win11 Niebieski,2 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux3402-14-i5-16gb-512ssd-w11_4.bhtml,"14 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ i5 12gen 1240P,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN515-58-53F4 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",3 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro5-i5-16gb-512ssd-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR4 RAM,NVIDIA® GeForce RTX™3060 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarno-niebieski",6 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-r5-16gb-512ssd-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 2022 FX507ZC4-HN018 15,6"" 144Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Szary",2 899,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx507-i5-16gb-512ssd-3050-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop 2w1 Acer Aspire Spin 14 ASP14-51MTN-59KM 14"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Szary",2 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-a5-spin-14-i5-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 120U,16 GB LPDDR5 RAM,Intel® Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS X515JA-BQ2625W 15,6"" i3-1005G1 8GB RAM 256GB Dysk SSD Win11S Srebrny",999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i3-8gb-256ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 1005G1,8 GB DDR4 RAM,Intel® UHD Graphics,256 GB SSD,Windows 11 S
"Laptop 2w1 Acer Aspire Spin 14 ASP14-51MTN-59KM 14"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Szary",2 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-a5-spin-14-i5-16gb-512gb-w11.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 120U,16 GB LPDDR5 RAM,Intel® Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS X515JA-BQ2625W 15,6"" i3-1005G1 8GB RAM 256GB Dysk SSD Win11S Srebrny",999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i3-8gb-256ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 1005G1,8 GB DDR4 RAM,Intel® UHD Graphics,256 GB SSD,Windows 11 S
"Laptop Acer Aspire 3 A315-58-52AF 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Srebrny",1 399,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-i5-8gb-512ssd-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 5 AN515-57-58BA 15,6"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-i5-16gb-512ssd-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 RAM,NVIDIA® GeForce RTX™3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 FX506HM-HN017W 15,6"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Szary",3 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx506-i5-16gb-512ssd-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop 2w1 HP Envy x360 13-bf0032nw 13,3"" i5-1230U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 499,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-envy-x360-13-i5-16gb-512gb-w11.bhtml,"13,3 "", ekran dotykowy 2560 x 1600 pikseli 60 Hz",Intel® Core™ i5 12gen 1230U,16 GB LPDDR4x 4266 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 5 A515-45-R3GZ 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1 899,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-5-r5-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo ThinkPad E16 Gen 1 16"" i5-1335U 16GB RAM 512GB Dysk SSD MX550 Win11 Pro Czarny",5 049,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-leno-i51335u-16-512-mx550-16-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce MX550 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy ASUS TUF Gaming A15 2023 FA507NU-LP031W 15,6'' 144Hz R7 7735HS 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Szary",4 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fa507-r7-16gb-512gb-4050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 7735HS,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4050 + AMD Radeon™ Graphics 680M,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Gigabyte AORUS 7 2023 9KF-E3EE513SD 17,3"" 360Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/gigabyte-laptop-aorus-7-17-i5-16gb512g-4060-no-os.bhtml,"17,3 "", 1920 x 1080 pikseli 360 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX 4060 + Intel Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop gamingowy ASUS ROG Zephyrus G14 2024 GA403UI-QS041W OLED 14"" 120Hz R9 8945HS 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Biały",13 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-rog-g14-r9-32gb-1tb-4070-w11.bhtml,"14 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ 9 8945HS,32 GB LPDDR5x 6400 Mhz RAM,NVIDIA® GeForce RTX 4070 + AMD Radeon™ 780M,1 TB SSD,Windows 11 Home Edition
"Laptop ASUS VivoBook 15 X1500EA-BQ3415W 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Czarny",1 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x1500-i5-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP Victus 15-fb0122nw 15,6"" 144Hz R5 5600H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Czarno-srebrny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-victus-r5-16gb-512ssd-1650-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Latitude 3540 15,6"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4 049,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1335u-16gb-512gb-w11p_2.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 13gen 1335U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop ultrabook ASUS Vivobook Pro 15 K3500PC-KJ200W 15,6"" i7-11370H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Niebieski",2 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-k3500-i7-16gb-512ssd-3050-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 11gen 11370H,16 GB DDR4 RAM,NVIDIA® GeForce RTX 3050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 FX506HC-HN004W 15,6"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx506-i5-16gb-512ssd-3050-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IHU6 15,6""144Hz i5-11320H 16GB RAM 512GB Dysk SSD RTX2050 Win11 Czarny",2 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-i5-16gb-512gb-2050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11320H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 2050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP 15s-eq2176nw 15,6"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Czarny",1 799,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r5-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 17-ck0213nw 17,3'' 144Hz i7-11800H 32GB RAM 1TB Dysk SSD RTX3070 Win11 Czarny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-i7-32gb-1tb-rtx3070-17-3-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 11gen 11800H,32 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3070 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Acer Aspire 3 A317-53-59XU 17,3"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-17-i5-16gb-512ssd-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook Acer Swift 3 SF314-43-R9Y5 14"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-3-14-r5-16gb-512gb-w11.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop chromebook Acer Chromebook CB314-1H-C3JX 14"" Celeron N4020 4GB RAM 128GB Dysk ChromeOS Srebrno-niebieski",799,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-14-n4020-4gb-128ssd-chr-os.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4020,4 GB DDR4 RAM,Intel® UHD Graphics 600,128 GB SSD,Chrome OS
"Laptop ultrabook Acer Swift 3 SF314-43-R9Y5 14"" R5 5500U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 499,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift-3-14-r5-16gb-512gb-w11.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5500U,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop chromebook Acer Chromebook CB314-1H-C3JX 14"" Celeron N4020 4GB RAM 128GB Dysk ChromeOS Srebrno-niebieski",799,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-14-n4020-4gb-128ssd-chr-os.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4020,4 GB DDR4 RAM,Intel® UHD Graphics 600,128 GB SSD,Chrome OS
"Laptop ASUS X515EA-BQ1222W 15,6"" i3-1115G4 8GB RAM 512GB Dysk SSD Win11 Szary",1 199,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i3-8gb-512ssd-w11_3.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 11gen 1115G4,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F15 2021 FX506HF-HN018W 15,6"" 144Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX2050 Win11 Szary",2 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-fx506-i5-16gb-512ssd-2050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 2050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Bravo 15 C7VF-249XPL 15,6"" 144Hz R7 7735HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Czarny",4 399,https://www.euro.com.pl/laptopy-i-netbooki/msi-bravo-15-c7vf-249xpl-15-6-144hz-r7-7735hs-16gb-ram-1tb-dysk-ssd-rtx4060.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 7735HS,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 4060 + AMD Radeon™ 680M Graphics,1 TB SSD,bez systemu
"Laptop biznesowy HP ProBook 455 G9 15,6"" R5 5625U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",2 779,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-r5-5625u-16gb-512gb-w11p_4.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5625U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Professional
"Laptop chromebook Acer Chromebook 315 CB315-4H-P1KK 15,6"" Pentium N6000 8GB RAM 128GB Dysk ChromeOS Srebrny",999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-chrome-n6000-8gb-128gb.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Pentium® N6000,8 GB LPDDR4X RAM,Intel® UHD Graphics,128 GB SSD,Chrome OS
"Laptop Lenovo IdeaPad 3 17ITL6 17,3"" i3-1115G4 8GB RAM 512GB Dysk SSD Win11 Szary",1 699,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-17-i3-8gb-512ssd-w11.bhtml,"17,3 "", 1600 x 900 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Home Edition
